https://www.nicovideo.jp/watch/so40891942,1660351119702,惑星のさみだれ,archive/hoshinosamidare/惑星のさみだれ 第5話「騎士 東雲半月」
https://www.nicovideo.jp/watch/so40865132,1660351108263,ようこそ実力至上主義の教室へ 2nd Season,archive/you-zitsu2/ようこそ実力至上主義の教室へ 2nd Season 第5話「すべての失敗は成功への過程に過ぎない。」
https://www.nicovideo.jp/watch/so40874331,1660178716322,オーバーロードⅣ,archive/overlord4/オーバーロードⅣ Episode5「ドワーフの国を求めて」
https://www.nicovideo.jp/watch/so40890889,1660178696013,異世界迷宮でハーレムを,archive/isekai-harem/異世界迷宮でハーレムを《TV放送ver_》 _05「結晶」
https://www.nicovideo.jp/watch/so40867189,1660178682839,Engage Kiss,archive/engage-kiss/Engage Kiss _06「悪魔殺しの第三者」
https://www.nicovideo.jp/watch/so40876962,1660178670000,彼女、お借りします 第2期,archive/kanokari2/彼女、お借りします 第2期 6話「「酒と彼女」
https://www.nicovideo.jp/watch/so40875578,1660178652234,邪神ちゃんドロップキックX,archive/jashinchan3/邪神ちゃんドロップキックX 第6話「ギルティングカムイ釧路」
https://www.nicovideo.jp/watch/so40874272,1660178635001,ダンジョンに出会いを求めるのは間違っているだろうかⅣ,archive/danmachi4/ダンジョンに出会いを求めるのは間違っているだろうかⅣ 第3話
https://www.nicovideo.jp/watch/so40865043,1660006305634,シャドーハウス2nd Season,archive/shadowshouse2/シャドーハウス 2nd Season 第5話
https://www.nicovideo.jp/watch/so40861699,1659746512038,惑星のさみだれ,archive/hoshinosamidare/惑星のさみだれ 第4話「朝日奈氷雨と東雲半月」
https://www.nicovideo.jp/watch/so40838661,1659621641853,オーバーロードⅣ,archive/overlord4/オーバーロードⅣ Episode4「謀略の統治者」
https://www.nicovideo.jp/watch/so40855665,1659621624270,異世界迷宮でハーレムを,archive/isekai-harem/異世界迷宮でハーレムを《TV放送ver_》 _04「卒業」
https://www.nicovideo.jp/watch/so40834640,1659621610006,Engage Kiss,archive/engage-kiss/Engage Kiss _05「うたかたの爪痕」
https://www.nicovideo.jp/watch/so40855638,1659621453965,彼女、お借りします 第2期,archive/kanokari2/彼女、お借りします 第2期 5話「「誕生日と彼女」
https://www.nicovideo.jp/watch/so40839647,1659621297497,邪神ちゃんドロップキックX,archive/jashinchan3/邪神ちゃんドロップキックX 第5話「愛し愛され3000万」
https://www.nicovideo.jp/watch/so40838681,1659621192309,ダンジョンに出会いを求めるのは間違っているだろうかⅣ,archive/danmachi4/ダンジョンに出会いを求めるのは間違っているだろうかⅣ 新章　迷宮篇　第2話　『巨蒼の滝―グレート・フォール―』
https://www.nicovideo.jp/watch/so40725740,1659365613025,彼女、お借りします 第2期,archive/kanokari2/彼女、お借りします 第2期 1話「「夢と彼女」
https://www.nicovideo.jp/watch/so40725881,1659365596246,シャドーハウス2nd Season,archive/shadowshouse2/シャドーハウス 2nd Season 第1話
https://www.nicovideo.jp/watch/so40827354,1659365588034,シャドーハウス2nd Season,archive/shadowshouse2/シャドーハウス 2nd Season 第4話「犯人候補」
https://www.nicovideo.jp/watch/so40803328,1659365573460,ダンジョンに出会いを求めるのは間違っているだろうかⅣ,archive/danmachi4/ダンジョンに出会いを求めるのは間違っているだろうかⅣ 新章　迷宮篇　第1話　『出発前夜―プレリュード―』
https://www.nicovideo.jp/watch/so40829579,1659365544483,ようこそ実力至上主義の教室へ 2nd Season,archive/you-zitsu2/ようこそ実力至上主義の教室へ 2nd Season 第4話「人材は作り出す必要がある。」
https://www.nicovideo.jp/watch/so40752582,1659322727660,異世界迷宮でハーレムを,archive/isekai-harem/異世界迷宮でハーレムを《TV放送ver_》 _01「出会」
https://www.nicovideo.jp/watch/so40819419,1659322710785,異世界迷宮でハーレムを,archive/isekai-harem/異世界迷宮でハーレムを《TV放送ver_》 _03「獲得」
https://www.nicovideo.jp/watch/so40699478,1659322665825,Engage Kiss,archive/engage-kiss/Engage Kiss _1「クズと悪魔と男と女」
https://www.nicovideo.jp/watch/so40798349,1659322605276,Engage Kiss,archive/engage-kiss/Engage Kiss _04「奪い切れない未練」
https://www.nicovideo.jp/watch/so40819427,1659322501035,彼女、お借りします 第2期,archive/kanokari2/彼女、お借りします 第2期 4話「「夜と彼女」
https://www.nicovideo.jp/watch/so40704936,1659322448582,邪神ちゃんドロップキックX,archive/jashinchan3/邪神ちゃんドロップキックX 第1話「ハルマゲドンかるたX」
https://www.nicovideo.jp/watch/so40805373,1659322376835,邪神ちゃんドロップキックX,archive/jashinchan3/邪神ちゃんドロップキックX 第4話「邪な神保町の過ごし方」
https://www.nicovideo.jp/watch/so40760873,1659322278663,惑星のさみだれ,archive/hoshinosamidare/惑星のさみだれ 第1話「雨宮夕日とトカゲの騎士」
https://www.nicovideo.jp/watch/so40827272,1659322227612,惑星のさみだれ,archive/hoshinosamidare/惑星のさみだれ 第3話「騎士と契約」
https://www.nicovideo.jp/watch/so40728271,1659322171211,ようこそ実力至上主義の教室へ 2nd Season,archive/you-zitsu2/ようこそ実力至上主義の教室へ 2nd Season 第1話「困難の中でこそ、平静な心を保たねばならない。」
https://www.nicovideo.jp/watch/so40794497,1659322123369,ようこそ実力至上主義の教室へ 2nd Season,archive/you-zitsu2/ようこそ実力至上主義の教室へ 2nd Season 第3話「最高の魂は、この上ない悪徳と極限の美徳を発揮できる。」
https://www.nicovideo.jp/watch/so40803367,1658991088820,オーバーロードⅣ,archive/overlord4/オーバーロードⅣ Episode3「バハルス帝国」
https://www.nicovideo.jp/watch/so40803425,1658991068488,異世界おじさん,archive/isekaiojisan/異世界おじさん 第４話「つらい中お前がいて、支えてくれてよかった」
https://www.nicovideo.jp/watch/so40765199,1658290183414,オーバーロードⅣ,archive/overlord4/オーバーロードⅣ Episode2「リ・エスティーゼ王国」
https://www.nicovideo.jp/watch/so40737120,1658032137606,オーバーロードⅣ,archive/overlord4/オーバーロードⅣ Episode1「アインズ・ウール・ゴウン魔導国」
https://www.nicovideo.jp/watch/so40704024,1658032115165,異世界おじさん,archive/isekaiojisan/異世界おじさん 第１話「異世界グランバハマルに１７年いたがようやく帰ってきた、ぞ」
https://www.nicovideo.jp/watch/so40736996,1658032101994,異世界おじさん,archive/isekaiojisan/異世界おじさん 第２話「１位「ガーディアンヒーローズ」だろぉおおお！」
